3	2
3	0
3	1
4	2
4	3
4	1
5	3
5	1
5	0
6	1
6	5
6	0
7	2
7	3
7	1
8	4
8	7
8	2
9	7
9	0
9	6
10	4
10	1
10	3
11	5
11	8
11	7
12	8
12	2
12	11
13	10
13	12
13	4
14	3
14	6
14	7
15	6
15	0
15	14
16	4
16	6
16	1
17	1
17	3
17	9
18	12
18	10
18	15
19	14
19	7
19	6
20	11
20	18
20	8
21	16
21	5
21	14
22	13
22	12
22	8
23	17
23	13
23	5
24	17
24	0
24	18
25	22
25	12
25	16
26	6
26	3
26	13
27	25
27	16
27	20
28	26
28	6
28	5
29	28
29	6
29	24
0	29
0	11
0	20
1	27
1	14
1	11
2	17
2	23
2	5
