3	2
3	0
3	1
4	2
4	3
4	1
5	3
5	1
5	0
6	1
6	5
6	0
7	2
7	3
7	1
8	4
8	7
8	2
9	7
9	0
9	6
10	4
10	1
10	3
11	5
11	8
11	7
12	8
12	2
12	11
13	10
13	12
13	4
14	3
14	6
14	7
15	6
15	0
15	14
16	4
16	6
16	1
17	1
17	3
17	9
18	12
18	10
18	15
19	14
19	7
19	6
20	11
20	18
20	8
21	16
21	5
21	14
22	13
22	12
22	8
23	17
23	13
23	5
24	17
24	0
24	18
25	22
25	12
25	16
26	6
26	3
26	13
27	25
27	16
27	20
28	26
28	6
28	5
29	28
29	6
29	24
30	5
30	9
30	7
31	20
31	28
31	6
32	16
32	8
32	29
33	7
33	6
33	28
34	19
34	12
34	25
35	7
35	9
35	22
36	26
36	30
36	11
37	15
37	24
37	27
38	26
38	17
38	5
39	13
39	23
39	8
40	27
40	24
40	7
41	0
41	27
41	38
42	6
42	30
42	1
43	40
43	42
43	37
44	32
44	16
44	35
45	1
45	10
45	13
46	34
46	20
46	39
47	11
47	44
47	0
48	2
48	19
48	21
49	39
49	27
49	34
50	31
50	1
50	36
51	24
51	18
51	15
52	6
52	15
52	39
53	37
53	45
53	23
54	7
54	38
54	4
55	4
55	18
55	33
56	1
56	44
56	34
57	50
57	29
57	0
58	52
58	51
58	6
59	30
59	19
59	0
60	22
60	45
60	1
61	3
61	17
61	5
62	24
62	51
62	15
63	0
63	59
63	51
64	11
64	34
64	44
65	62
65	16
65	63
66	7
66	37
66	41
67	1
67	22
67	21
68	57
68	20
68	1
69	49
69	51
69	16
70	58
70	38
70	62
71	0
71	70
71	44
72	33
72	37
72	4
73	8
73	30
73	54
74	49
74	63
74	30
75	17
75	40
75	1
76	32
76	33
76	41
77	25
77	22
77	68
78	23
78	55
78	3
79	51
79	63
79	70
80	75
80	65
80	15
81	41
81	52
81	44
82	66
82	51
82	50
83	32
83	76
83	56
84	16
84	30
84	18
85	3
85	59
85	17
86	71
86	37
86	83
87	72
87	12
87	84
88	54
88	18
88	71
89	3
89	14
89	80
0	22
0	68
0	79
1	36
1	74
1	18
2	14
2	87
2	26
